 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
90,5th_Wat_I.tif (RGB),0.000617582,0.132410671,0.050444495,0.015588016,82.97905882,0.442647883,0.055345181,2.894767657,1.921559416,80.44571033,0.017956696,3.236107479,0.309013222,0.869475848
91,5th_Wat_I.tif (RGB),0.001033975,0.22650658,0.045478261,0.028947851,36.62593859,0.253255145,0.067236577,3.118481268,1.961006502,13.47782275,0.051690807,1.571041018,0.636520618,0.516783421
92,5th_Wat_I.tif (RGB),0.000548378,0.10784765,0.034454073,0.020265124,158.6893235,0.592472522,0.036208892,2.754811558,2.283608012,142.275005,0.02250217,1.700165868,0.588177906,0.865238424
93,5th_Wat_I.tif (RGB),0.000171113,0.123787231,0.055520213,0.003924106,151.043263,0.140326572,0.057105741,0.55117846,2.301980627,150.524111,0.005543305,14.14849949,0.070678873,0.71990172
94,5th_Wat_I.tif (RGB),0.000342517,0.071690511,0.024151634,0.018057006,172.6796967,0.837468833,0.024484235,0.349079691,2.330079921,157.9637731,0.017658702,1.337521517,0.747651523,0.962659007
95,5th_Wat_I.tif (RGB),0.00000146,0.004901742,0.002016839,0.000921707,174.8475768,0.763594939,0.002228007,0.601432967,2.330620292,165.9637565,0.001080742,2.188155358,0.457005942,0.769230769
96,5th_Wat_I.tif (RGB),0.000083512,0.069311787,0.02896674,0.0036708,153.9744398,0.218446876,0.031178051,0.604134822,2.331701035,154.3231843,0.004993791,7.891125401,0.126724637,0.684210526
97,5th_Wat_I.tif (RGB),0.000193889,0.051735186,0.016796065,0.014697883,29.36369563,0.910311544,0.017962766,2.773724545,2.345750682,21.16125982,0.015130389,1.142753975,0.875078995,0.959537572
98,5th_Wat_I.tif (RGB),0.000590426,0.107770844,0.042651645,0.017625425,101.3454953,0.638811287,0.042552289,0.391769003,2.446800066,107.7446716,0.018345258,2.419893096,0.413241395,0.93244178
99,5th_Wat_I.tif (RGB),0.000218417,0.068262859,0.025128352,0.011067049,83.78756767,0.589015397,0.028614165,2.291173207,2.475980102,79.11447295,0.010807421,2.270555668,0.440420825,0.909422492
100,5th_Wat_I.tif (RGB),0.000305725,0.081100648,0.034701353,0.01121746,177.0215828,0.584106488,0.034026217,1.301213463,2.615936201,169.9393102,0.011275678,3.093512545,0.323257134,0.929840142
101,5th_Wat_I.tif (RGB),0.000289081,0.067390039,0.024344289,0.015119323,41.38093028,0.799903832,0.025943438,1.31039977,2.835867214,35.67640822,0.015999593,1.610144122,0.621062417,0.948275862
102,5th_Wat_I.tif (RGB),0.00051363,0.09129748,0.031245612,0.020930088,86.33181424,0.77435882,0.031923079,2.520290527,2.898009884,87.08916217,0.021074471,1.492856259,0.669856856,0.950040508
103,5th_Wat_I.tif (RGB),0.000353321,0.102543241,0.045199395,0.009952839,124.2869906,0.422245747,0.044576517,1.265548974,3.076332327,120.606407,0.011378771,4.541356891,0.220198505,0.85694051
104,5th_Wat_I.tif (RGB),0.000363833,0.075773743,0.026214445,0.017671427,17.55427994,0.796296032,0.02583064,1.78322443,3.134152028,164.2192467,0.017871083,1.483436829,0.674110269,0.931588785
105,5th_Wat_I.tif (RGB),0.000171697,0.11068721,0.054280184,0.004027451,31.95803274,0.176106928,0.05155944,1.985323198,3.162791693,33.02386756,0.005095934,13.47755312,0.074197445,0.766123779
